"Data Download for In Which Courses Do They Struggle?"
"CSV from: ",https://csusuccess.dashboards.calstate.edu/public/faculty-dashboard/where-do-they-struggle
"CSV created on:  ","Sun, Dec 12, 2021 5:00 PM America/Los_Angeles"
Pomona,"College of Letters, Arts, & Social Sciences","By Department","Psychology and Sociology","2020 - Academic Year"

"Course Grade Bottlenecks for All Freshman, Transfer, and Graduate Students"
"Year Term","Course Code","Course Title",Enrollment,"Non-passing Rate",Impact
"2020 - Academic Year",CRM2201,"Introduction To Criminology",329,6%,20
"2020 - Academic Year",CRM3360,"Juvenile Delinquency",108,18%,19
"2020 - Academic Year",SOC3320,"Race and Ethnic Relations",275,7%,19
"2020 - Academic Year",PSY3326,"Health Psychology",458,3%,16
"2020 - Academic Year",PSY4404,"Qualitative Methods In Psych",143,10%,15
"2020 - Academic Year",PSY3334,"Cognitive Processes",229,7%,15
"2020 - Academic Year",SOC3314,"Black Sociology",102,14%,14
"2020 - Academic Year",CRM3319,Policing,137,10%,14
"2020 - Academic Year",CRM3320,"Probation and Parole",153,9%,14
"2020 - Academic Year",SOC4451,"Soc Inequality Sport and Body",111,12%,13
"2020 - Academic Year",SOC3328,"Gender and Sexuality",356,4%,13
"2020 - Academic Year",SOC4611,"Senior Symposium",246,5%,12
"2020 - Academic Year",PSY4611,"Senior Seminar",390,3%,12
"2020 - Academic Year",PSY4401,"Social Psychology",229,5%,11
"2020 - Academic Year",PSY3312,"Adolescent Psychology",278,4%,11
"2020 - Academic Year",SOC3321,"Sociology of The Family",99,10%,10
"2020 - Academic Year",SOC4402,"Socialization,  Self and Socie",203,5%,10
"2020 - Academic Year",PSY3335,"Memory and Amnesia",114,8%,9
"2020 - Academic Year",SW3322,"Family Violence",199,5%,9
"2020 - Academic Year",PSY3310,"Child Psych,  Early Childhood",287,3%,9
"2020 - Academic Year",CRM3318,"Contemp Treat of Law Violators",99,8%,8
"2020 - Academic Year",PSY4404A,"Qualitative Mthds In Psych Act",143,6%,8
"2020 - Academic Year",SOC4110,"Qualitative Methods For Soc",149,5%,8
"2020 - Academic Year",SOC4465,"Impact Colonization On Hawaii",36,19%,7
"2020 - Academic Year",SOC3360,"Sociology of Education",48,15%,7
"2020 - Academic Year",CRM3350,"Crm Theory",94,7%,7
"2020 - Academic Year",SOC4110L,"Qual Mthds For Soclgy Lab",149,5%,7
"2020 - Academic Year",SOC3350,"Immigration and Migration",238,3%,7
"2020 - Academic Year",SW4440,"Human Rights",82,7%,6
"2020 - Academic Year",SW3301,"Social Work Practice",94,6%,6
"2020 - Academic Year",PSY4444,"Survey Research",117,5%,6
"2020 - Academic Year",SOC4100,"Quantitative Mthds Sociology",128,5%,6
"2020 - Academic Year",SOC4100L,"Quantitative Mthds Soclgy Lab",128,5%,6
"2020 - Academic Year",SOC3313,"Latina and O Sociology",183,3%,6
"2020 - Academic Year",PSY4121,"Theories of Counseling",48,10%,5
"2020 - Academic Year",SW3320,"Medical Social Work",48,10%,5
"2020 - Academic Year",SW3301L,"Social Work Pract Lab",93,5%,5
"2020 - Academic Year",SOC3325,"Community and Urban Sociology",144,3%,5
"2020 - Academic Year",PSY3322,"Psychology of Women",115,3%,4
"2020 - Academic Year",PSY4444A,"Survey Research Act",117,3%,4
"2020 - Academic Year",CRM2205,"Rsrch Methods In Criminology",42,7%,3
"2020 - Academic Year",CRM3380,"Political Violence",47,6%,3
"2020 - Academic Year",PSY2206,"Child Psychology For Educators",48,6%,3
"2020 - Academic Year",PSY3332,"Organizational Psychology",240,1%,3
"2020 - Academic Year",PSY3314,"Hr In Organizations",50,4%,2
"2020 - Academic Year",PSY4430A,"Program Evaluation Lab",182,1%,2
"2020 - Academic Year",PSY4430,"Program Evaluation",182,1%,2
"2020 - Academic Year",CRM4611,"Senior Symposium",38,3%,1
"2020 - Academic Year",CRM3306,"Crime Analysis",48,2%,1
"2020 - Academic Year",CRM3306A,"Crime Analysis Activity",48,2%,1
"2020 - Academic Year",PSY4250,"Community Psychology",48,2%,1
"2020 - Academic Year",SW4411,Internship,105,1%,1

